URL,Código de resposta,Erro de notícias,Detectado,Categoria
http://www.scup.com/pt/blog/os-horarios-nobres-no-twitter/comment-page-1,404,,12/02/14,Não encontrado
http://www.scup.com/pt/blog/melhores-praticas-tagueamento-e-polarizacao/imagem6,404,,10/02/14,Não encontrado
http://www.scup.com/pt/blog/pt/,404,,12/02/14,Não encontrado
http://www.scup.com/pt/blog/logica-de-buscas-aprenda-a-cadastrar-buscas-no-twitter/2-2,404,,12/02/14,Não encontrado
http://www.scup.com/pt/blog/logica-de-buscas-aprenda-a-cadastrar-buscas-no-twitter/4-3,404,,12/02/14,Não encontrado
http://www.scup.com/pt/eventos/treinamento-presencial-%E2%80%A2-completo-2013-11-28/,404,,22/12/13,Não encontrado
http://www.scup.com/pt/turbine-sua-presenca-no-google-com-o-scup/foguete-g-3/,404,,21/12/13,Não encontrado
http://www.scup.com/pt/blog/atualizacao-do-facebook/reply_facebook,404,,12/02/14,Não encontrado
http://www.scup.com/pt/blog/serie-erros-mais-comuns-em-monitoramento-1-inconsistencias-na-busca-do-twitter/rede-globo-twitter-search_1271268051282,404,,12/02/14,Não encontrado
http://www.scup.com/pt/blog/serie-erros-mais-comuns-em-monitoramento-1-inconsistencias-na-busca-do-twitter/rede-globo-twitter-search_1271268031056,404,,12/02/14,Não encontrado
http://www.scup.com/pt/blog/serie-erros-mais-comuns-em-monitoramento-1-inconsistencias-na-busca-do-twitter/addbusca,404,,12/02/14,Não encontrado
http://www.scup.com/pt/blog/novidades-comparativo-de-monitoramentos-conversacao-no-twitter-e-busca-no-foursquare,404,,09/02/14,Não encontrado
http://www.scup.com/pt/blog/tudo-o-que-voce-precisa-saber-sobre-exportacao-no-scup/exportacao_visualizacao-2,404,,12/02/14,Não encontrado
http://www.scup.com/pt/blog/klout-zendesk-e-peerindex-agora-fazem-parte-dos-complementos-do-scup/conv_twitter,404,,12/02/14,Não encontrado
http://www.scup.com/pt/blog/klout-zendesk-e-peerindex-agora-fazem-parte-dos-complementos-do-scup/logs,404,,12/02/14,Não encontrado
http://www.scup.com/pt/blog/klout-zendesk-e-peerindex-agora-fazem-parte-dos-complementos-do-scup/klout_peer,404,,12/02/14,Não encontrado
http://www.scup.com/pt/treinamentos-e-ajuda/treinamentos/diagnostico_111212/,404,,23/12/13,Não encontrado
http://www.scup.com/pt/blog/ainda-da-tempo-sete-passos-para-usar-o-monitoramento-de-midias-sociais-nas-eleicoes-2012/urna-eletronica,404,,31/01/14,Não encontrado
http://www.scup.com/pt/blog/melhores-praticas-tagueamento-e-polarizacao/imagem2,404,,10/02/14,Não encontrado
http://www.scup.com/pt/blog/por-que-alguns-itens-demoram-para-aparecer-em-meu-monitoramento-o-scup-responde/capturar-4,404,,10/02/14,Não encontrado
http://www.scup.com/pt/blog/scup-promove-workshop-sobre-monitoramento-politico,404,,16/12/13,Não encontrado
http://www.scup.com/pt/eventos/treinamento-presencial-%E2%80%A2-completo-2013-08-29/,404,,20/12/13,Não encontrado
http://www.scup.com/pt/eventos/treinamento-presencial-%E2%80%A2-completo-2013-08-15/,404,,20/12/13,Não encontrado
http://www.scup.com/pt/blog/addon-abrangencia-levando-seu-monitoramento-a-um-novo-nivel/comment-page-1,404,,10/02/14,Não encontrado
http://www.scup.com/pt/blog/novas-funcionalidades-no-scup/rt3-7,404,,31/01/14,Não encontrado
http://www.scup.com/pt/blog/limitacoes-ao-montar-sua-estrategia-de-relacionamento-em-twitter-e-facebook/captura_de_tela-6,404,,09/02/14,Não encontrado
http://www.scup.com/pt/blog/450/page/38/,404,,08/02/14,Não encontrado
http://www.scup.com/pt/blog/como-faco-para-criar-regras-por-texto-no-scup/regras9,404,,06/02/14,Não encontrado
http://www.scup.com/pt/blog/no-capitulo-100-de-avenida-brasil-carminha-domina-conversas-nas-midias-sociais/avenida-brasil-2,404,,27/01/14,Não encontrado
http://www.scup.com/pt/blog/otimizacao-do-monitoramento-exclusao-por-palavra/imagem5-2,404,,07/02/14,Não encontrado
http://www.scup.com/pt/eventos/treinamento-presencial-%E2%80%A2-completo-2013-10-31/,404,,18/12/13,Não encontrado
http://www.scup.com/pt/blog/filtro-novo-no-scup-amostragem/via6-monitor-scup_1272482261224,404,,06/02/14,Não encontrado
http://www.scup.com/pt/dicas-sobre-abrangencia-e-a-aba-relacionamento/like/,404,,08/11/13,Não encontrado
http://www.scup.com/pt/blog/quais-as-vantagens-de-fazer-uma-busca-autenticada-pelo-facebook-o-scup-responde/sem-titulo-1,404,,06/02/14,Não encontrado
http://www.scup.com/pt/blog/minhas-buscas-por-mural-do-facebook-nao-estao-coletando-itens-o-que-esta-acontecendo-o-scup-responde/graf2,404,,06/02/14,Não encontrado
http://www.scup.com/pt/blog/como-faco-para-criar-regras-por-texto-no-scup/regras,404,,06/02/14,Não encontrado
http://www.scup.com/pt/blog/como-faco-para-criar-regras-por-texto-no-scup/regras5,404,,06/02/14,Não encontrado
http://www.scup.com/pt/blog/como-faco-para-criar-regras-por-texto-no-scup/regras2,404,,06/02/14,Não encontrado
http://www.scup.com/pt/blog/como-contar-a-quantidade-de-likes-e-compartilhamentos-da-minha-fan-page-o-scup-responde/scupresponde01,404,,05/02/14,Não encontrado
http://www.scup.com/pt/blog/funcionalidades-agora-voce-pode-inserir-comentarios-nos-itens-coletados-pelo-scup,404,,05/02/14,Não encontrado
http://www.scup.com/pt/blog/batman-ressurge-nos-cinemas-%E2%80%93-e-no-monitoramento-do-scup/genero-2,404,,23/01/14,Não encontrado
http://www.scup.com/pt/blog/como-manter-a-seguranca-de-seu-monitoramento-de-midias-sociais/security-icon-big-2,404,,02/02/14,Não encontrado
http://www.scup.com/pt/blog/filtros-no-scup-economizando-seu-tempo/monitoramentos-scup_1263234222711-2,404,,04/02/14,Não encontrado
http://www.scup.com/pt/blog/voce-sabe-como-subir-um-video-no-youtube-pela-ferramenta-o-scup-responde/capturar3,404,,03/02/14,Não encontrado
http://www.scup.com/pt/blog/scup-tem-novo-tipo-de-busca-%E2%80%93-firehose-beta/firehose-scup,404,,03/02/14,Não encontrado
http://www.scup.com/pt/blog/atendimento-nas-midias-sociais-como-faco-para-interagir-com-um-cliente-pelo-scup/sem-titulo-11,404,,03/02/14,Não encontrado
http://www.scup.com/pt/blog/atendimento-nas-midias-sociais-como-faco-para-interagir-com-um-cliente-pelo-scup/com-foto,404,,03/02/14,Não encontrado
http://www.scup.com/pt/blog/o-scup-agora-tem-api/api_blog-2,404,,03/02/14,Não encontrado
http://www.scup.com/pt/blog/busca-de-tags-no-instagram-troca-de-mensagens-privadas-no-facebook-e-analise-de-sentimento-mista-conheca-as-novas-funcionalidades-do-scup/comment-page-1,404,,13/02/14,Não encontrado
http://www.scup.com/pt/blog/identificador-social-beta-integrando-informacoes-obtidas-nas-midias-sociais-com-bases-de-crm-tradicional/comment-page-1,404,,15/12/13,Não encontrado
http://www.scup.com/pt/tag/loses/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/settings/accounts,404,,31/01/14,Não encontrado
http://www.scup.com/pt/2010/12/20/81-percent-of-generation-y-checks-facebook-every-day/,404,,30/01/14,Não encontrado
http://www.scup.com/pt/sobre-nos/trabalhe-conosco,404,,14/02/14,Não encontrado
http://www.scup.com/pt/blog/category/midias-sociais,404,,02/02/14,Não encontrado
http://www.scup.com/pt/2011/03/22/how-to-stay-safe-while-studying-abroad/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/treinamentos-e-ajuda/treinamentos/features?language=en-us,404,,02/02/14,Não encontrado
http://www.scup.com/pt/2010/12/30/justin-timberlake-and-anne-hathaway-honored-by-harvard/feed/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/blog/wp-conte,404,,28/01/14,Não encontrado
http://www.scup.com/pt/tag/emergency/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/tag/held/feed/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/blog/scup-e-a-ferramenta-mais-usada-por-quem-faz-monitoramento-de-midias-sociais-mostra-pesquisa/comment-page-1,404,,14/02/14,Não encontrado
http://www.scup.com/pt/2011/02/10/american-study-abroad-students-evacuated-from-egypt/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/blog/wp-content,404,,27/01/14,Não encontrado
http://www.scup.com/pt/blog/novas-funcionalidades-no-scup/rt4-4,404,,31/01/14,Não encontrado
http://www.scup.com/pt/blog/dica-como-fazer-uma-nuvem-de-palavras/colunas,404,,02/02/14,Não encontrado
http://www.scup.com/pt/blog/logica-de-buscas-aprenda-a-cadastrar-buscas-no-twitter/5-2,404,,01/02/14,Não encontrado
http://www.scup.com/pt/blog/dica-como-fazer-uma-nuvem-de-palavras/comment-page-1,404,,12/02/14,Não encontrado
http://www.scup.com/pt/blog/melhores-praticas-tagueamento-e-polarizacao/imagem5,404,,01/02/14,Não encontrado
http://www.scup.com/pt/blog/como-classificar-automaticamente-as-minhas-postagens-no-facebook/capturar-7,404,,01/02/14,Não encontrado
http://www.scup.com/pt/blog/seja-bem-vindo-ao-novo-blog-do-scup-2/o-scup-responde_cortada,404,,10/02/14,Não encontrado
http://www.scup.com/pt/blog/wp-content/plugins/sexybookmarks/spritegen/media/js/,404,,10/02/14,Não encontrado
http://www.scup.com/pt/blog/mudancas-nas-buscas-do-facebook-linguas/post_fb,404,,10/02/14,Não encontrado
http://www.scup.com/pt/blog/novidades-no-scup-busca-no-linkedin-inclusao-de-e-mail-e-mais/print0000002,404,,31/01/14,Não encontrado
http://www.scup.com/pt/blog/novidades-no-scup-busca-no-linkedin-inclusao-de-e-mail-e-mais/email,404,,31/01/14,Não encontrado
http://www.scup.com/pt/blog/novas-funcionalidades-no-scup/rt2-2,404,,31/01/14,Não encontrado
http://www.scup.com/pt/blog/novas-funcionalidades-no-scup/rt1-2,404,,31/01/14,Não encontrado
http://www.scup.com/pt/women,404,,31/01/14,Não encontrado
http://www.scup.com/pt/blog/vem-ai-o-primeiro-happy-hour-do-scup/caneca-scup,404,,31/01/14,Não encontrado
http://www.scup.com/pt/blog/otimizacao-do-monitoramento-exclusao-por-palavra/imagem1-2,404,,28/01/14,Não encontrado
http://www.scup.com/pt/&,404,,11/02/14,Não encontrado
http://www.scup.com/pt/blog/iniciando-com-o-scup,404,,30/01/14,Não encontrado
http://www.scup.com/pt/blog/otimizacao-do-monitoramento-exclusao-por-palavra/imagem6-2,404,,28/01/14,Não encontrado
http://www.scup.com/pt/blog/filtro-novo-no-scup-amostragem/monitoramentos-scup_1272481254186,404,,16/12/13,Não encontrado
http://www.scup.com/pt/blog/filtro-novo-no-scup-amostragem/monitoramentos-scup_1272481275811,404,,16/12/13,Não encontrado
http://www.scup.com/pt/blog/otimizacao-do-monitoramento-exclusao-por-palavra/imagem4-2?utm_source=rss&utm_medium=rss&utm_campaign=imagem4-2,404,,02/02/14,Não encontrado
http://www.scup.com/pt/blog/minhas-buscas-por-mural-do-facebook-nao-estao-coletando-itens-o-que-esta-acontecendo-o-scup-responde/graf1-3,404,,28/01/14,Não encontrado
http://www.scup.com/pt/blog/nao-estou-conseguindo-responder-as-mensagens-privadas-do-facebook-o-que-pode-ser-o-scup-responde/scup2,404,,28/01/14,Não encontrado
http://www.scup.com/pt/blog/otimizacao-do-monitoramento-exclusao-por-palavra/imagem2-3,404,,28/01/14,Não encontrado
http://www.scup.com/pt/blog/otimizacao-do-monitoramento-exclusao-por-palavra/imagem3-2,404,,28/01/14,Não encontrado
http://www.scup.com/pt/blog/tudo-o-que-voce-precisa-saber-sobre-exportacao-no-scup/post-3,404,,28/01/14,Não encontrado
http://www.scup.com/pt/blog/o-que-e-a-abrangencia-do-scup-o-scup-responde/item,404,,28/01/14,Não encontrado
http://www.scup.com/pt/blog/acao-de-tags-no-social-media-day-sp-2011,404,,26/01/14,Não encontrado
http://www.scup.com/pt/blog/como-contar-a-quantidade-de-likes-e-compartilhamentos-da-minha-fan-page-o-scup-responde/duvida,404,,25/01/14,Não encontrado
http://www.scup.com/pt/blog/atualizacao-do-facebook/comentario_facebook,404,,28/01/14,Não encontrado
http://www.scup.com/pt/blog/no-capitulo-100-de-avenida-brasil-carminha-domina-conversas-nas-midias-sociais/avenida-brasil-3,404,,27/01/14,Não encontrado
http://www.scup.com/pt/blog/monitorando-comunidades-do-orkut-beta/via6-fontes-scup_1266517860361,404,,27/01/14,Não encontrado
http://www.scup.com/pt/blog/monitorando-comunidades-do-orkut-beta/orkut,404,,27/01/14,Não encontrado
http://www.scup.com/pt/blog/como-faco-para-criar-regras-por-abrangencia-no-meu-monitoramento/cinco?utm_source=rss&utm_medium=rss&utm_campaign=cinco,404,,10/02/14,Não encontrado
http://www.scup.com/pt/2011/02/27/lee-iacocca%E2%80%99s-education-background/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/2010/11/09/neuroscience-degree-helps-mayim-bialik%E2%80%99s-acting-career/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/cat/funcionalidades/page/8/,404,,17/11/13,Não encontrado
http://www.scup.com/pt/treinamentos-e-ajuda/?__hstc=79505611.6d4fddfc72c8bf97db0af9526018458f.1389312000027.1389312000028.1389312000029.1&__hssc=79505611.1.1389312000030&__hsfp=1950245361,404,,08/02/14,Não encontrado
http://www.scup.com/pt/blog/atendimento-nas-midias-sociais-como-faco-para-interagir-com-um-cliente-pelo-scup/com-twitter,404,,25/01/14,Não encontrado
http://www.scup.com/pt/2011/02/19/sammi-sweetheart%E2%80%99s-education-background/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/blog/como-contar-a-quantidade-de-likes-e-compartilhamentos-da-minha-fan-page-o-scup-responde/scupresponde04,404,,25/01/14,Não encontrado
http://www.scup.com/pt/blog/como-contar-a-quantidade-de-likes-e-compartilhamentos-da-minha-fan-page-o-scup-responde/scupresponde06-2,404,,25/01/14,Não encontrado
http://www.scup.com/pt/2010/11/15/teacher-creativity-and-teacher-professional-competency/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/blog/por-que-a-quantidade-de-retweets-mostrada-pelo-twitter-e-diferente-da-mostrada-pelo-scup/0001-2,404,,25/01/14,Não encontrado
http://www.scup.com/pt/blog/por-que-a-quantidade-de-retweets-mostrada-pelo-twitter-e-diferente-da-mostrada-pelo-scup/0002-3,404,,25/01/14,Não encontrado
http://www.scup.com/pt/blog/por-que-a-quantidade-de-retweets-mostrada-pelo-twitter-e-diferente-da-mostrada-pelo-scup/0003-3,404,,25/01/14,Não encontrado
http://www.scup.com/pt/blog/entenda-a-logica-de-busca-nas-principais-midias-sociais/imagem-capa,404,,24/01/14,Não encontrado
http://www.scup.com/pt/blog/melhores-praticas-tagueamento-e-polarizacao/imagem7-2,404,,24/01/14,Não encontrado
http://www.scup.com/pt/blog/category/especiais,404,,23/01/14,Não encontrado
http://www.scup.com/pt/blog/author/renato_shira/feed,404,,02/02/14,Não encontrado
http://www.scup.com/pt/blog/es/itens-estranhos-nas-buscas-do-twitter,404,,02/02/14,Não encontrado
http://www.scup.com/pt/tag/guru/feed/,404,,04/02/14,Não encontrado
http://www.scup.com/pt/paginas-azuis/vila-digital-solucoes-de-internet-ltda/anibal.oliveira@viladigital.com.br,404,,05/12/13,Não encontrado
http://www.scup.com/pt/blog/melhores-praticas-tagueamento-e-polarizacao/imagem3,404,,23/01/14,Não encontrado
http://www.scup.com/pt/blog/batman-ressurge-nos-cinemas-%E2%80%93-e-no-monitoramento-do-scup/busca-5,404,,23/01/14,Não encontrado
http://www.scup.com/pt/tag/degrees/feed/,404,,03/02/14,Não encontrado
http://www.scup.com/pt/tag/trayless/feed/,404,,03/02/14,Não encontrado
http://www.scup.com/pt/tag/travel/feed/,404,,03/02/14,Não encontrado
http://www.scup.com/pt/tag/oscar/feed/,404,,03/02/14,Não encontrado
http://www.scup.com/pt/2010/11/29/where-to-get-the-most-money-for-your-used-textbooks/feed/,404,,03/02/14,Não encontrado
http://www.scup.com/pt/dicas-sobre-abrangencia-e-a-aba-relacionamento/relacionamento-2/,404,,22/11/13,Não encontrado
http://www.scup.com/pt/blog/quais-sao-as-midias-sociais-que-o-scup-monitora-o-que-e-coletado-de-cada-midia-o-scup-responde/foursquare-2,404,,22/01/14,Não encontrado
http://www.scup.com/pt/blog/quais-sao-as-midias-sociais-que-o-scup-monitora-o-que-e-coletado-de-cada-midia-o-scup-responde/buscas-2,404,,22/01/14,Não encontrado
http://www.scup.com/pt/blog/addon-abrangencia-levando-seu-monitoramento-a-um-novo-nivel/scup-relacionamento-scup_1270060673630/trackback,404,,02/02/14,Não encontrado
http://www.scup.com/pt/blog/novidades-comparativo-de-monitoramentos-conversacao-no-twitter-e-busca-no-foursquare/funcionalidades,404,,02/02/14,Não encontrado
http://www.scup.com/pt/blog/nao-estou-conseguindo-responder-as-mensagens-privadas-do-facebook-o-que-pode-ser-o-scup-responde/scup1,404,,21/01/14,Não encontrado
http://www.scup.com/pt/treinamentos-e-ajuda/?__hstc=79505611.6d4fddfc72c8bf97db0af9526018458f.1389312000024.1389312000025.1389312000026.1&__hssc=79505611.1.1389312000027&__hsfp=1950245361,404,,08/02/14,Não encontrado
http://www.scup.com/pt/blog/os-horarios-nobres-do-twitter-no-brasil-2%C2%AA-edicaoPortuguese%3E,404,,30/01/14,Não encontrado
http://www.scup.com/pt/novas-funcionalidades-do-scup-abril-de-2013/consumo/,404,,17/11/13,Não encontrado
http://www.scup.com/pt/novas-funcionalidades-do-scup-marco2013/0001graphics/,404,,12/11/13,Não encontrado
http://www.scup.com/pt/blog/scup-inicia-nucleo-de-pesquisa-em-midias-sociais/smc_logo_cmyk-3?utm_source=rss&utm_medium=rss&utm_campaign=smc_logo_cmyk-3,404,,02/02/14,Não encontrado
http://www.scup.com/pt/blog/como-faco-para-criar-regras-por-abrangencia-no-meu-monitoramento/rabrang?utm_source=rss&utm_medium=rss&utm_campaign=rabrang,404,,02/02/14,Não encontrado
http://www.scup.com/pt/blog/wp-cont,404,,28/01/14,Não encontrado
http://www.scup.com/pt/turbine-sua-presenca-no-facebook-com-o-scup/foguete-fb-2/,404,,20/11/13,Não encontrado
http://www.scup.com/pt/identificador-social-beta-integrando-informacoes-obtidas-nas-midias-sociais-com-bases-de-crm-tradicional,404,,28/01/14,Não encontrado
http://www.scup.com/pt/turbine-sua-presenca-no-google-com-o-scup/foguete-g-7/,404,,13/11/13,Não encontrado
http://www.scup.com/pt/2010/11/22/the-magic-of-harry-potter-and-the-dealthy-hallows/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/2011/02/14/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/2011/04/01/pta-mother-arrested-for-embezzling-money-from-brooklyn-school/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/category/education/feed/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/2011/02/04/8-super-bowl-facts-to-make-you-look-like-a-football-guru/feed/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/2010/12/22/wells-fargo-forgives-student-debt-in-death/feed/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/2010/12/15/have-a-guilt-free-hanukkah-with-online-classes/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/2011/03/25/eduinreview%E2%80%99s-guide-to-perfect-wedding-etiquette/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/tag/competency/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/2011/03/18/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/tag/shutdown/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/novas-funcionalidades-do-scup-abril-de-2013/orquideas-relacionamento-scup/,404,,19/11/13,Não encontrado
http://www.scup.com/pt/tag/turn/feed/,404,,25/01/14,Não encontrado
http://www.scup.com/pt/turbine-sua-presenca-no-google-com-o-scup/foguete-g-8/,404,,19/11/13,Não encontrado
http://www.scup.com/pt/turbine-sua-presenca-no-google-com-o-scup/foguete-g-4/,404,,17/11/13,Não encontrado
http://www.scup.com/pt/blog/450/page/36/,404,,12/10/13,Não encontrado
http://www.scup.com/pt/blog/minhas-buscas-por-mural-do-facebook-nao-estao-coletando-itens-o-que-esta-acontecendo-o-scup-responde/graf,404,,15/02/14,Não encontrado
http://www.scup.com/pt/horarios-de-atendimento-do-scup-durante-o-carnaval/carnaval/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/entenda-os-diferenciais-do-cadastramento-de-buscas-no-scup/comment-page-1/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/entenda-a-logica-de-buscas-do-tumblr/operadores-tumblr/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/eficiencia-em-redes-sociais-case-riot/img_6549-3/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/dica-como-fazer-uma-nuvem-de-palavras/comment-page-1/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/como-monitorar-os-trending-topics-do-twitter-pelo-scup/busca2/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/como-melhorar-a-seguranca-e-a-gestao-das-informacoes-no-scup/login-captcha/,404,,14/02/14,Não encontrado
http://www.scup.com/pt/cat/mercado/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/cat/geral/page/7/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/cat/geral/page/10/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/cat/estudos/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/case-netshoes-monitoramento-de-redes-sociais/1280px-logo_netshoes/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/blog/um-novo-desafio-scup-esta-no-ar-mas-o-que-e-mesmo-essa-brincadeira/comment-page-1,404,,15/02/14,Não encontrado
http://www.scup.com/pt/blog/twitter.com/diegomont,404,,15/02/14,Não encontrado
http://www.scup.com/pt/funcionalidades/graficos-expressivos/features-reports-graphs-imgpor/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/blog/tudo-o-que-voce-precisa-saber-sobre-exportacao-no-scup/comment-page-1,404,,15/02/14,Não encontrado
http://www.scup.com/pt/tag/avancado/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/livro/comment-page-1/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/novas-funcionalidades-do-scup-junho/print-novo-2/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/blog/o-que-e-o-klout-por-que-este-indice-aparece-apenas-em-alguns-itens-do-meu-monitoramento-o-scup-responde/attachment/0003?utm_source=rss&utm_medium=rss&utm_campaign=0003,404,,15/02/14,Não encontrado
http://www.scup.com/pt/novidade-no-scup-maior-eficiencia-nas-buscas-de-facebook/comment-page-1/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/novo-scup-seu-trabalho-com-redes-sociais-nunca-mais-sera-o-mesmo/3-4/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/novo-scup-seu-trabalho-com-redes-sociais-nunca-mais-sera-o-mesmo/print-help/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/novos-niveis-de-acesso-aos-usuarios-de-monitoramentos-no-scup/comment-page-1/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/o-que-e-o-klout-por-que-este-indice-aparece-apenas-em-alguns-itens-do-meu-monitoramento-o-scup-responde/attachment/0001/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/os-horarios-nobres-do-twitter-no-brasil-2%C2%AA-edicao/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/eventos/sac-16-outubro/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/scup-monitora-as-estreias-de-bbb-13-e-o-canto-da-sereia-como-analisar-a-audiencia-de-um-programa-de-tv-no-twitter/comment-page-1/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/scup-no-conarec-2013/livro-scup_como-fazer-monitoramento-e-sac-2-0-nas-midias-sociais/,404,,15/02/14,Não encontrado
http://www.scup.com/pt/blog/estudo-do-dia-dos-namorados,404,,15/02/14,Não encontrado
http://www.scup.com/pt/blog/estudo-a-morte-de-steve-jobs-no-twitter/comment-page-1,404,,15/02/14,Não encontrado
http://www.scup.com/pt/wp-login.php?redirect_to=http%3A%2F%2Fwww.scup.com%2Fpt%2Fevents%2Fmy-bookings%2F,401,,25/11/13,Acesso negado
http://www.scup.com/pt/treinamentos-e-ajuda/suporte/,404,,21/10/13,Não encontrado
http://www.scup.com/pt/cat/geral/,404,,11/02/14,Não encontrado
http://www.scup.com/pt/turbine-sua-presenca-no-facebook-com-o-scup/,404,,06/02/14,Não encontrado
http://www.scup.com/pt/blog/page/38/,404,,13/02/14,Não encontrado
http://www.scup.com/pt/treinamentos-e-ajuda/artigos-e-guias/,404,,25/11/13,Não encontrado
http://www.scup.com/pt/treinamentos-e-ajuda/videos/,404,,28/11/13,Não encontrado
http://www.scup.com/pt/api/,404,,25/11/13,Não encontrado
http://www.scup.com/pt/eventos/treinamento-online-completo-2013-07-02/,404,,03/01/14,Não encontrado
http://www.scup.com/pt/novas-funcionalidades-do-scup-marco2013/0001graphics/,404,,15/12/13,Não encontrado
http://www.scup.com/pt/blog/como-classificar-automaticamente-as-minhas-postagens-no-facebook/5dicas-2,404,,21/01/14,Não encontrado
http://www.scup.com/pt/blog/por-que-a-quantidade-de-retweets-mostrada-pelo-twitter-e-diferente-da-mostrada-pelo-scup/0005-2,404,,04/02/14,Não encontrado
http://www.scup.com/pt/identificador-social-beta-integrando-informacoes-obtidas-nas-midias-sociais-com-bases-de-crm-tradicional/,404,,01/12/13,Não encontrado
http://www.scup.com/pt/dicas-sobre-abrangencia-e-a-aba-relacionamento/,404,,22/11/13,Não encontrado
http://www.scup.com/pt/blog/quais-as-vantagens-de-fazer-uma-busca-autenticada-pelo-facebook-o-scup-responde/sem-titulo-1,404,,21/01/14,Não encontrado
http://www.scup.com/pt/treinamentos-e-ajuda/suporte/,404,,31/12/13,
http://www.scup.com/pt/cat/case/,404,,14/02/14,
http://www.scup.com/pt/cat/geral/,404,,11/02/14,
http://www.scup.com/pt/cat/funcionalidades/,404,,14/02/14,
http://www.scup.com/pt/cat/especiais/,404,,13/02/14,
http://www.scup.com/pt/blog/page/2/,404,,12/02/14,
http://www.scup.com/pt/o-que-ha-de-novo-no-scup-veja-as-novidades-do-mes-de-setembro/rc-regra/,404,,11/02/14,
http://www.scup.com/pt/scup-no-conarec-2013/livro-scup_como-fazer-monitoramento-e-sac-2-0-nas-midias-sociais/,404,,14/02/14,
http://www.scup.com/pt/tag/avancado/,404,,14/02/14,
http://www.scup.com/pt/eventos/treinamento-online-completo-2013-11-19/,404,,04/01/14,
http://www.scup.com/pt/eventos/treinamento-online-completo-2013-10-29/,404,,27/12/13,
http://www.scup.com/pt/eventos/treinamento-online-completo-2013-11-26/,404,,30/12/13,
http://www.scup.com/pt/o-que-e-o-klout-por-que-este-indice-aparece-apenas-em-alguns-itens-do-meu-monitoramento-o-scup-responde/attachment/0001/,404,,14/02/14,
http://www.scup.com/pt/os-horarios-nobres-do-facebook/comment-page-2/,404,,13/02/14,
http://www.scup.com/pt/cat/geral/page/7/,404,,14/02/14,
http://www.scup.com/pt/eventos/treinamento-online-completo-2013-07-23/,404,,25/12/13,
http://www.scup.com/pt/eventos/treinamento-online-completo-2013-09-17/,404,,24/12/13,
http://www.scup.com/pt/cat/geral/page/10/,404,,13/02/14,
http://www.scup.com/pt/cat/geral/page/5/,404,,14/02/14,
http://www.scup.com/pt/cat/geral/page/4/,404,,13/02/14,
http://www.scup.com/pt/eventos/treinamento-online-completo-2013-09-03/,404,,06/02/14,
http://www.scup.com/pt/taguear-eou-classificar-todos-os-comentarios-de-um-post-ao-mesmo-tempo-agora-da/teste1-2/,404,,13/02/14,
http://www.scup.com/pt/cat/funcionalidades/page/6/,404,,12/02/14,
http://www.scup.com/pt/cat/o-scup-responde/page/7/,404,,14/02/14,
http://www.scup.com/pt/novas-funcionalidades-do-scup-marco2013/,404,,29/01/14,
